ProductID,ProductName,Category,TotalRevenue,TotalQuantity,TransactionCount
PROD_00359,Re-contextualized regional approach,Tools & Hardware,797173.7,6961,2691
PROD_00425,Operative global toolset,Tools & Hardware,796928.44,6876,2649
PROD_00223,Re-engineered content-based structure,Clothing,796311.9,6733,2595
PROD_00015,Mandatory even-keeled collaboration,Clothing,795129.44,6841,2608
PROD_00383,Right-sized 6thgeneration Internet solution,Clothing,789772.3,6604,2547
PROD_00475,Innovative dedicated info-mediaries,Sports & Outdoors,785863.0,7006,2703
PROD_00304,Public-key zero-defect matrices,Tools & Hardware,777767.8,6807,2642
PROD_00252,Visionary optimal standardization,Toys & Games,759956.44,6678,2609
PROD_00088,Face-to-face 24hour archive,Office Supplies,757609.25,6829,2643
PROD_00063,Fundamental motivating task-force,Office Supplies,756774.7,6786,2668
PROD_00051,Versatile actuating budgetary management,Home & Garden,747849.5,7028,2691
PROD_00010,Streamlined tangible moratorium,Baby Products,741766.8,6711,2609
PROD_00130,Configurable intangible protocol,Pet Supplies,740407.56,6892,2669
PROD_00103,Customer-focused dynamic core,Sports & Outdoors,733691.2,6779,2625
PROD_00091,Managed asynchronous migration,Clothing,731484.2,6923,2632
PROD_00064,Enhanced motivating benchmark,Sports & Outdoors,730671.6,6585,2566
PROD_00361,Virtual demand-driven product,Jewelry,726638.56,6639,2580
PROD_00069,Progressive 24hour policy,Food & Beverages,722893.56,6869,2653
PROD_00237,Diverse value-added leverage,Baby Products,717511.4,6838,2619
PROD_00337,Cross-platform content-based frame,Food & Beverages,717338.94,6802,2652
PROD_00131,Reduced non-volatile model,Automotive,714935.7,6927,2683
PROD_00049,Multi-lateral directional challenge,Baby Products,711567.3,6618,2548
PROD_00309,Persistent non-volatile pricing structure,Office Supplies,708745.2,6792,2601
PROD_00259,Face-to-face encompassing Internet solution,Automotive,706403.4,6933,2682
PROD_00310,Synchronized homogeneous Graphical User Interface,Pet Supplies,702189.44,6791,2635
PROD_00077,Switchable methodical neural-net,Toys & Games,701166.0,6850,2680
PROD_00466,Proactive optimal circuit,Clothing,698938.1,6772,2600
PROD_00303,Streamlined encompassing pricing structure,Pet Supplies,698931.3,6768,2619
PROD_00272,Versatile intangible extranet,Pet Supplies,697588.94,7135,2757
PROD_00326,Monitored interactive synergy,Sports & Outdoors,694212.0,6640,2591
PROD_00060,Mandatory bifurcated frame,Health & Beauty,690959.6,6633,2575
PROD_00147,Switchable bi-directional challenge,Food & Beverages,689898.2,6789,2575
PROD_00454,Focused value-added array,Automotive,688873.8,6830,2622
PROD_00297,Cloned motivating project,Food & Beverages,683739.94,6761,2597
PROD_00420,Phased dynamic knowledgebase,Automotive,683194.1,6727,2586
PROD_00116,Total upward-trending toolset,Baby Products,682431.25,6917,2675
PROD_00444,Digitized incremental projection,Automotive,677771.6,6820,2660
PROD_00321,Organized 3rdgeneration array,Automotive,676122.3,6741,2586
PROD_00406,Secured web-enabled methodology,Food & Beverages,660725.6,6854,2640
PROD_00354,Virtual intangible portal,Tools & Hardware,657129.9,6715,2611
PROD_00462,Open-source non-volatile software,Jewelry,653651.7,6630,2555
PROD_00121,Centralized value-added functionalities,Pet Supplies,649292.8,6656,2571
PROD_00393,Sharable mobile array,Food & Beverages,646815.25,6805,2601
PROD_00217,Versatile disintermediate service-desk,Office Supplies,643512.3,6918,2639
PROD_00159,Organic neutral strategy,Automotive,641665.2,6637,2583
PROD_00106,Grass-roots maximized encryption,Toys & Games,630000.7,7097,2709
PROD_00382,Proactive leadingedge artificial intelligence,Office Supplies,628360.9,6995,2662
PROD_00087,Reactive discrete parallelism,Electronics,622094.2,6682,2581
PROD_00034,Public-key upward-trending encryption,Toys & Games,619450.25,6592,2562
PROD_00335,Up-sized optimizing task-force,Electronics,619408.25,6839,2599
PROD_00422,Ergonomic radical migration,Jewelry,607698.75,6768,2642
PROD_00213,Phased user-facing concept,Food & Beverages,597704.7,7190,2724
PROD_00331,Intuitive bottom-line synergy,Tools & Hardware,588181.94,7003,2700
PROD_00215,Profound stable productivity,Baby Products,587130.4,7220,2803
PROD_00152,Expanded systemic productivity,Furniture,586319.06,6872,2616
PROD_00194,Programmable national software,Health & Beauty,579536.6,6905,2646
PROD_00481,Re-contextualized systemic time-frame,Office Supplies,574778.2,6951,2642
PROD_00392,Enterprise-wide optimal Internet solution,Food & Beverages,564001.3,6848,2643
PROD_00192,Ergonomic eco-centric analyzer,Office Supplies,563380.0,6628,2577
PROD_00344,Customer-focused 24/7 orchestration,Pet Supplies,560223.8,6837,2630
PROD_00149,User-friendly neutral collaboration,Clothing,557158.56,7058,2677
PROD_00145,Streamlined multi-tasking access,Baby Products,549378.3,6627,2557
PROD_00442,Organic bandwidth-monitored moderator,Food & Beverages,548546.6,6641,2542
PROD_00497,Multi-lateral multi-tasking middleware,Health & Beauty,544862.6,6692,2576
PROD_00025,Cloned 6thgeneration protocol,Furniture,543141.7,6614,2556
PROD_00107,Compatible leadingedge workforce,Food & Beverages,540949.6,6971,2674
PROD_00375,Distributed encompassing circuit,Books & Media,539543.9,7103,2700
PROD_00248,Extended asymmetric instruction set,Office Supplies,525119.5,6867,2682
PROD_00495,Operative context-sensitive customer loyalty,Baby Products,516525.0,6887,2658
PROD_00463,Enterprise-wide composite conglomeration,Books & Media,514501.78,6540,2522
PROD_00056,Function-based neutral access,Electronics,513605.0,6678,2604
PROD_00137,Versatile asynchronous access,Clothing,511683.0,6477,2525
PROD_00075,Cloned well-modulated monitoring,Electronics,509654.9,6953,2663
PROD_00062,Adaptive uniform success,Sports & Outdoors,506844.25,6909,2632
PROD_00126,Right-sized asymmetric service-desk,Clothing,505486.28,6954,2659
PROD_00260,Pre-emptive 4thgeneration info-mediaries,Clothing,505243.16,6823,2629
PROD_00421,Reactive client-server info-mediaries,Electronics,500073.4,6909,2664
PROD_00380,Innovative tangible initiative,Food & Beverages,499408.94,6717,2604
PROD_00453,Self-enabling systemic forecast,Books & Media,493774.2,6643,2561
PROD_00351,Distributed coherent workforce,Food & Beverages,491505.28,6669,2568
PROD_00156,Balanced 24hour groupware,Health & Beauty,477812.0,6606,2532
PROD_00423,User-friendly client-driven architecture,Clothing,475265.53,6709,2582
PROD_00439,Streamlined coherent methodology,Food & Beverages,470026.2,6902,2633
PROD_00050,Profound modular array,Electronics,466902.4,6753,2596
PROD_00262,Open-architected uniform concept,Sports & Outdoors,457601.84,6694,2602
PROD_00047,Fundamental value-added paradigm,Baby Products,455016.9,6863,2675
PROD_00399,Virtual neutral alliance,Baby Products,454268.7,6767,2626
PROD_00367,Phased explicit alliance,Toys & Games,447840.06,6767,2606
PROD_00433,Inverse content-based standardization,Automotive,446289.47,6669,2563
PROD_00084,Programmable local capability,Furniture,442256.97,6499,2519
PROD_00117,Realigned stable structure,Baby Products,440425.44,6722,2605
PROD_00347,Business-focused eco-centric matrices,Automotive,440399.7,6538,2573
PROD_00006,Optimized 5thgeneration algorithm,Jewelry,437045.47,6778,2635
PROD_00030,Multi-layered heuristic database,Office Supplies,428398.72,7088,2675
PROD_00230,Persistent actuating open architecture,Furniture,426917.9,6721,2609
PROD_00029,Sharable high-level complexity,Electronics,425890.5,7050,2710
PROD_00109,Streamlined needs-based access,Furniture,406883.97,6887,2651
PROD_00415,Cross-group directional budgetary management,Toys & Games,389617.9,6902,2687
PROD_00489,Devolved responsive attitude,Baby Products,389574.0,6900,2640
PROD_00379,Decentralized maximized solution,Office Supplies,382064.97,6808,2597
PROD_00456,Sharable tertiary attitude,Sports & Outdoors,377313.78,6554,2526
PROD_00493,Upgradable clear-thinking array,Food & Beverages,376341.9,6668,2596
PROD_00233,Progressive next generation policy,Books & Media,373008.5,6803,2648
PROD_00125,Configurable contextually-based architecture,Electronics,369617.2,6999,2703
PROD_00133,Synchronized transitional functionalities,Home & Garden,364095.97,6817,2660
PROD_00264,Public-key 4thgeneration infrastructure,Jewelry,358874.2,6793,2625
PROD_00376,Compatible analyzing concept,Health & Beauty,348951.3,6531,2517
PROD_00469,Synchronized 24/7 website,Office Supplies,346960.12,6838,2616
PROD_00100,Business-focused systematic projection,Food & Beverages,341435.34,6608,2563
PROD_00066,Profit-focused real-time customer loyalty,Electronics,335105.84,7277,2792
PROD_00189,Upgradable zero tolerance functionalities,Clothing,332931.9,6568,2555
PROD_00496,De-engineered zero tolerance moratorium,Automotive,331928.06,6763,2636
PROD_00288,Re-engineered systematic implementation,Food & Beverages,329172.6,6569,2550
PROD_00316,Programmable content-based artificial intelligence,Tools & Hardware,319909.0,6865,2651
PROD_00387,Reverse-engineered 3rdgeneration task-force,Furniture,316271.8,6695,2599
PROD_00490,Self-enabling secondary analyzer,Health & Beauty,314947.22,6711,2554
PROD_00342,Implemented tangible capacity,Food & Beverages,310582.9,6551,2555
PROD_00061,Optional cohesive knowledgebase,Jewelry,301086.44,6795,2634
PROD_00227,Versatile zero administration benchmark,Furniture,297725.12,6622,2549
PROD_00027,Configurable discrete attitude,Furniture,289833.6,6720,2597
PROD_00199,Switchable bottom-line success,Furniture,284894.62,6981,2674
PROD_00105,Devolved interactive contingency,Electronics,282294.47,6747,2644
PROD_00394,Phased grid-enabled installation,Electronics,274738.3,6557,2549
PROD_00120,Reduced user-facing moratorium,Home & Garden,271701.72,6679,2565
PROD_00254,Multi-tiered mission-critical ability,Jewelry,259256.0,7045,2675
PROD_00356,Vision-oriented multi-state implementation,Food & Beverages,257415.61,6828,2631
PROD_00319,Front-line system-worthy leverage,Toys & Games,254957.3,6761,2618
PROD_00432,Quality-focused homogeneous knowledgebase,Furniture,254057.84,6872,2644
PROD_00238,Organized empowering system engine,Sports & Outdoors,253712.77,6846,2668
PROD_00181,Open-architected full-range focus group,Home & Garden,249395.08,6829,2670
PROD_00494,Implemented fresh-thinking synergy,Jewelry,244734.95,6785,2651
PROD_00072,Integrated disintermediate approach,Automotive,241052.75,6903,2676
PROD_00408,Business-focused demand-driven flexibility,Baby Products,240908.17,6504,2527
PROD_00166,Balanced heuristic database,Automotive,239236.9,6851,2640
PROD_00169,Realigned incremental process improvement,Office Supplies,238253.81,6620,2564
PROD_00363,Configurable cohesive encoding,Books & Media,236243.16,6721,2597
PROD_00040,Intuitive impactful flexibility,Baby Products,229325.25,6897,2642
PROD_00179,Integrated discrete definition,Food & Beverages,228757.45,6681,2567
PROD_00373,Exclusive interactive budgetary management,Toys & Games,228179.84,6944,2660
PROD_00250,Persistent intangible approach,Baby Products,222457.05,6735,2610
PROD_00388,Synergistic encompassing orchestration,Clothing,220490.61,6710,2570
PROD_00003,Face-to-face client-driven support,Food & Beverages,218970.08,7091,2724
PROD_00102,Open-architected upward-trending Graphical User Interface,Jewelry,201845.84,6717,2579
PROD_00427,Horizontal uniform framework,Health & Beauty,196590.23,7092,2735
PROD_00441,Reverse-engineered full-range attitude,Health & Beauty,193732.23,6836,2631
PROD_00161,Customizable asynchronous solution,Food & Beverages,192869.6,6820,2630
PROD_00023,Self-enabling regional hierarchy,Tools & Hardware,190503.0,6940,2661
PROD_00279,Secured coherent encoding,Clothing,190383.84,6984,2660
PROD_00445,Distributed asynchronous leverage,Office Supplies,185085.0,6855,2647
PROD_00355,Right-sized regional definition,Pet Supplies,182812.48,6883,2637
PROD_00334,User-centric mission-critical focus group,Sports & Outdoors,182441.83,6882,2634
PROD_00171,Diverse context-sensitive installation,Sports & Outdoors,180156.88,6892,2643
PROD_00177,Automated methodical definition,Baby Products,174555.03,6724,2571
PROD_00184,Open-architected systematic monitoring,Electronics,169901.61,6593,2566
PROD_00173,Managed zero tolerance installation,Clothing,169703.55,6705,2575
PROD_00044,Stand-alone logistical circuit,Furniture,164132.36,6836,2607
PROD_00231,Fully-configurable bottom-line knowledgebase,Office Supplies,163204.66,6895,2637
PROD_00471,Quality-focused cohesive archive,Pet Supplies,163006.8,6990,2702
PROD_00196,Synchronized dedicated hierarchy,Baby Products,162195.62,6694,2553
PROD_00391,Streamlined leadingedge focus group,Food & Beverages,161559.6,6665,2587
PROD_00343,Sharable web-enabled matrix,Furniture,159168.2,6753,2589
PROD_00499,Polarized explicit synergy,Health & Beauty,154812.75,6835,2617
PROD_00416,Persistent bottom-line project,Food & Beverages,146580.12,6684,2619
PROD_00317,Front-line uniform installation,Pet Supplies,145216.8,6723,2600
PROD_00410,Organic tangible matrix,Toys & Games,138926.52,6767,2615
PROD_00430,Public-key mission-critical hardware,Home & Garden,137814.58,6749,2619
PROD_00167,Synergized dynamic secured line,Pet Supplies,125234.2,6881,2637
PROD_00208,Innovative executive database,Health & Beauty,121094.4,6784,2673
PROD_00005,Quality-focused background parallelism,Sports & Outdoors,119251.23,6677,2572
PROD_00160,Optimized next generation access,Electronics,115701.72,6814,2651
PROD_00265,Reverse-engineered non-volatile protocol,Toys & Games,113662.74,6918,2679
PROD_00386,Focused systematic orchestration,Home & Garden,107256.24,6552,2548
PROD_00378,Re-contextualized executive intranet,Jewelry,101903.4,6780,2628
PROD_00094,De-engineered uniform orchestration,Electronics,92612.03,6601,2579
PROD_00186,Fundamental context-sensitive paradigm,Furniture,92562.96,6664,2591
PROD_00236,Optimized neutral knowledge user,Food & Beverages,91267.89,6909,2636
PROD_00132,Intuitive empowering database,Tools & Hardware,89345.28,6784,2650
PROD_00151,Expanded transitional Graphical User Interface,Furniture,88347.21,6951,2634
PROD_00338,Focused high-level conglomeration,Electronics,80030.88,6714,2589
PROD_00207,Open-architected neutral ability,Clothing,79752.0,6646,2580
PROD_00440,Automated clear-thinking middleware,Tools & Hardware,78409.516,6872,2646
PROD_00492,Automated optimal hierarchy,Baby Products,72220.64,6737,2563
PROD_00482,User-friendly actuating portal,Baby Products,72211.95,6977,2661
PROD_00111,Down-sized incremental matrix,Toys & Games,62520.75,6759,2587
PROD_00123,Polarized motivating moderator,Pet Supplies,60152.83,7019,2692
PROD_00474,Team-oriented eco-centric knowledgebase,Baby Products,56169.902,6735,2583
PROD_00146,Synchronized neutral framework,Jewelry,44371.6,6890,2660
PROD_00068,Diverse needs-based time-frame,Home & Garden,41078.8,6904,2625
PROD_00028,Multi-tiered even-keeled knowledgebase,Electronics,38368.89,6767,2623
PROD_00081,Team-oriented dedicated structure,Jewelry,25918.201,6930,2642
PROD_00461,Digitized dynamic moderator,Baby Products,19763.5,6815,2648
PROD_00458,Innovative 4thgeneration analyzer,Toys & Games,17350.74,6858,2628
PROD_00446,Fundamental global process improvement,Tools & Hardware,17231.15,6865,2625
PROD_00324,Switchable optimal hub,Automotive,15919.29,6717,2585
PROD_00243,Universal executive encoding,Furniture,12149.28,6864,2611
PROD_00001,Balanced fault-tolerant hierarchy,Office Supplies,0.0,0,0
PROD_00001,Balanced fault-tolerant hierarchy,Pet Supplies,0.0,0,0
PROD_00001,Balanced fault-tolerant hierarchy,Sports & Outdoors,0.0,0,0
PROD_00001,Balanced fault-tolerant hierarchy,Tools & Hardware,0.0,0,0
PROD_00001,Balanced fault-tolerant hierarchy,Toys & Games,0.0,0,0
PROD_00001,Balanced foreground synergy,Automotive,0.0,0,0
PROD_00001,Balanced foreground synergy,Baby Products,0.0,0,0
PROD_00001,Balanced foreground synergy,Books & Media,0.0,0,0
PROD_00001,Balanced foreground synergy,Clothing,0.0,0,0
PROD_00001,Balanced foreground synergy,Electronics,0.0,0,0
PROD_00001,Balanced foreground synergy,Food & Beverages,0.0,0,0
PROD_00001,Balanced foreground synergy,Furniture,0.0,0,0
PROD_00001,Balanced foreground synergy,Health & Beauty,0.0,0,0
PROD_00001,Balanced foreground synergy,Home & Garden,0.0,0,0
PROD_00001,Balanced foreground synergy,Jewelry,0.0,0,0
PROD_00001,Balanced foreground synergy,Office Supplies,0.0,0,0
PROD_00001,Balanced foreground synergy,Pet Supplies,0.0,0,0
PROD_00001,Balanced foreground synergy,Sports & Outdoors,0.0,0,0
PROD_00001,Balanced foreground synergy,Tools & Hardware,0.0,0,0
PROD_00001,Balanced foreground synergy,Toys & Games,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Automotive,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Baby Products,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Books & Media,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Clothing,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Electronics,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Food & Beverages,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Furniture,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Health & Beauty,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Home & Garden,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Jewelry,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Office Supplies,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Pet Supplies,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Sports & Outdoors,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Tools & Hardware,0.0,0,0
PROD_00001,Balanced grid-enabled monitoring,Toys & Games,0.0,0,0
PROD_00001,Balanced heuristic database,Automotive,0.0,0,0
PROD_00001,Balanced heuristic database,Baby Products,0.0,0,0
PROD_00001,Balanced heuristic database,Books & Media,0.0,0,0
PROD_00001,Balanced heuristic database,Clothing,0.0,0,0
PROD_00001,Balanced heuristic database,Electronics,0.0,0,0
PROD_00001,Balanced heuristic database,Food & Beverages,0.0,0,0
PROD_00001,Balanced heuristic database,Furniture,0.0,0,0
PROD_00001,Balanced heuristic database,Health & Beauty,0.0,0,0
PROD_00001,Balanced heuristic database,Home & Garden,0.0,0,0
PROD_00001,Balanced heuristic database,Jewelry,0.0,0,0
PROD_00001,Balanced heuristic database,Office Supplies,0.0,0,0
PROD_00001,Balanced heuristic database,Pet Supplies,0.0,0,0
PROD_00001,Balanced heuristic database,Sports & Outdoors,0.0,0,0
PROD_00001,Balanced heuristic database,Tools & Hardware,0.0,0,0
PROD_00001,Balanced heuristic database,Toys & Games,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Automotive,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Baby Products,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Books & Media,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Clothing,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Electronics,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Food & Beverages,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Furniture,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Health & Beauty,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Home & Garden,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Jewelry,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Office Supplies,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Pet Supplies,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Sports & Outdoors,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Tools & Hardware,0.0,0,0
PROD_00001,Balanced upward-trending knowledgebase,Toys & Games,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Automotive,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Baby Products,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Books & Media,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Clothing,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Electronics,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Food & Beverages,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Furniture,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Health & Beauty,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Home & Garden,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Jewelry,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Office Supplies,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Pet Supplies,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Sports & Outdoors,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Tools & Hardware,0.0,0,0
PROD_00001,Balanced web-enabled algorithm,Toys & Games,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Automotive,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Baby Products,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Books & Media,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Clothing,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Electronics,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Food & Beverages,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Furniture,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Health & Beauty,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Home & Garden,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Jewelry,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Office Supplies,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Pet Supplies,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Sports & Outdoors,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Tools & Hardware,0.0,0,0
PROD_00001,Balanced well-modulated system engine,Toys & Games,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Automotive,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Baby Products,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Books & Media,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Clothing,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Electronics,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Food & Beverages,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Furniture,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Health & Beauty,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Home & Garden,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Jewelry,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Office Supplies,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Pet Supplies,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Sports & Outdoors,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Tools & Hardware,0.0,0,0
PROD_00001,Business-focused demand-driven flexibility,Toys & Games,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Automotive,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Baby Products,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Books & Media,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Clothing,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Electronics,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Food & Beverages,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Furniture,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Health & Beauty,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Home & Garden,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Jewelry,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Office Supplies,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Pet Supplies,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Sports & Outdoors,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Tools & Hardware,0.0,0,0
PROD_00001,Business-focused eco-centric matrices,Toys & Games,0.0,0,0
PROD_00001,Business-focused systematic projection,Automotive,0.0,0,0
PROD_00001,Business-focused systematic projection,Baby Products,0.0,0,0
PROD_00001,Business-focused systematic projection,Books & Media,0.0,0,0
PROD_00001,Business-focused systematic projection,Clothing,0.0,0,0
PROD_00001,Business-focused systematic projection,Electronics,0.0,0,0
PROD_00001,Business-focused systematic projection,Food & Beverages,0.0,0,0
PROD_00001,Business-focused systematic projection,Furniture,0.0,0,0
