ProductID,ProductName,Category,TotalRevenue,TotalQuantity,TransactionCount
PROD_00001,Business-focused systematic projection,Health & Beauty,0.0,0,0
PROD_00001,Business-focused systematic projection,Home & Garden,0.0,0,0
PROD_00001,Business-focused systematic projection,Jewelry,0.0,0,0
PROD_00001,Business-focused systematic projection,Office Supplies,0.0,0,0
PROD_00001,Business-focused systematic projection,Pet Supplies,0.0,0,0
PROD_00001,Business-focused systematic projection,Sports & Outdoors,0.0,0,0
PROD_00001,Business-focused systematic projection,Tools & Hardware,0.0,0,0
PROD_00001,Business-focused systematic projection,Toys & Games,0.0,0,0
PROD_00001,Centralized actuating paradigm,Automotive,0.0,0,0
PROD_00001,Centralized actuating paradigm,Baby Products,0.0,0,0
PROD_00001,Centralized actuating paradigm,Books & Media,0.0,0,0
PROD_00001,Centralized actuating paradigm,Clothing,0.0,0,0
PROD_00001,Centralized actuating paradigm,Electronics,0.0,0,0
PROD_00001,Centralized actuating paradigm,Food & Beverages,0.0,0,0
PROD_00001,Centralized actuating paradigm,Furniture,0.0,0,0
PROD_00001,Centralized actuating paradigm,Health & Beauty,0.0,0,0
PROD_00001,Centralized actuating paradigm,Home & Garden,0.0,0,0
PROD_00001,Centralized actuating paradigm,Jewelry,0.0,0,0
PROD_00001,Centralized actuating paradigm,Office Supplies,0.0,0,0
PROD_00001,Centralized actuating paradigm,Pet Supplies,0.0,0,0
PROD_00001,Centralized actuating paradigm,Sports & Outdoors,0.0,0,0
PROD_00001,Centralized actuating paradigm,Tools & Hardware,0.0,0,0
PROD_00001,Centralized actuating paradigm,Toys & Games,0.0,0,0
PROD_00001,Centralized composite implementation,Automotive,0.0,0,0
PROD_00001,Centralized composite implementation,Baby Products,0.0,0,0
PROD_00001,Centralized composite implementation,Books & Media,0.0,0,0
PROD_00001,Centralized composite implementation,Clothing,0.0,0,0
PROD_00001,Centralized composite implementation,Electronics,0.0,0,0
PROD_00001,Centralized composite implementation,Food & Beverages,0.0,0,0
PROD_00001,Centralized composite implementation,Furniture,0.0,0,0
PROD_00001,Centralized composite implementation,Health & Beauty,0.0,0,0
PROD_00001,Centralized composite implementation,Home & Garden,0.0,0,0
PROD_00001,Centralized composite implementation,Jewelry,0.0,0,0
PROD_00001,Centralized composite implementation,Office Supplies,0.0,0,0
PROD_00001,Centralized composite implementation,Pet Supplies,0.0,0,0
PROD_00001,Centralized composite implementation,Sports & Outdoors,0.0,0,0
PROD_00001,Centralized composite implementation,Tools & Hardware,0.0,0,0
PROD_00001,Centralized composite implementation,Toys & Games,0.0,0,0
PROD_00001,Centralized discrete alliance,Automotive,0.0,0,0
PROD_00001,Centralized discrete alliance,Baby Products,0.0,0,0
PROD_00001,Centralized discrete alliance,Books & Media,0.0,0,0
PROD_00001,Centralized discrete alliance,Clothing,0.0,0,0
PROD_00001,Centralized discrete alliance,Electronics,0.0,0,0
PROD_00001,Centralized discrete alliance,Food & Beverages,0.0,0,0
PROD_00001,Centralized discrete alliance,Furniture,0.0,0,0
PROD_00001,Centralized discrete alliance,Health & Beauty,0.0,0,0
PROD_00001,Centralized discrete alliance,Home & Garden,0.0,0,0
PROD_00001,Centralized discrete alliance,Jewelry,0.0,0,0
PROD_00001,Centralized discrete alliance,Office Supplies,0.0,0,0
PROD_00001,Centralized discrete alliance,Pet Supplies,0.0,0,0
PROD_00001,Centralized discrete alliance,Sports & Outdoors,0.0,0,0
PROD_00001,Centralized discrete alliance,Tools & Hardware,0.0,0,0
PROD_00001,Centralized discrete alliance,Toys & Games,0.0,0,0
PROD_00001,Centralized value-added functionalities,Automotive,0.0,0,0
PROD_00001,Centralized value-added functionalities,Baby Products,0.0,0,0
PROD_00001,Centralized value-added functionalities,Books & Media,0.0,0,0
PROD_00001,Centralized value-added functionalities,Clothing,0.0,0,0
PROD_00001,Centralized value-added functionalities,Electronics,0.0,0,0
PROD_00001,Centralized value-added functionalities,Food & Beverages,0.0,0,0
PROD_00001,Centralized value-added functionalities,Furniture,0.0,0,0
PROD_00001,Centralized value-added functionalities,Health & Beauty,0.0,0,0
PROD_00001,Centralized value-added functionalities,Home & Garden,0.0,0,0
PROD_00001,Centralized value-added functionalities,Jewelry,0.0,0,0
PROD_00001,Centralized value-added functionalities,Office Supplies,0.0,0,0
PROD_00001,Centralized value-added functionalities,Pet Supplies,0.0,0,0
PROD_00001,Centralized value-added functionalities,Sports & Outdoors,0.0,0,0
PROD_00001,Centralized value-added functionalities,Tools & Hardware,0.0,0,0
PROD_00001,Centralized value-added functionalities,Toys & Games,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Automotive,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Baby Products,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Books & Media,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Clothing,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Electronics,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Food & Beverages,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Furniture,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Health & Beauty,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Home & Garden,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Jewelry,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Office Supplies,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Pet Supplies,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Sports & Outdoors,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Tools & Hardware,0.0,0,0
PROD_00001,Cloned 6thgeneration protocol,Toys & Games,0.0,0,0
PROD_00001,Cloned didactic open system,Automotive,0.0,0,0
PROD_00001,Cloned didactic open system,Baby Products,0.0,0,0
PROD_00001,Cloned didactic open system,Books & Media,0.0,0,0
PROD_00001,Cloned didactic open system,Clothing,0.0,0,0
PROD_00001,Cloned didactic open system,Electronics,0.0,0,0
PROD_00001,Cloned didactic open system,Food & Beverages,0.0,0,0
PROD_00001,Cloned didactic open system,Furniture,0.0,0,0
PROD_00001,Cloned didactic open system,Health & Beauty,0.0,0,0
PROD_00001,Cloned didactic open system,Home & Garden,0.0,0,0
PROD_00001,Cloned didactic open system,Jewelry,0.0,0,0
PROD_00001,Cloned didactic open system,Office Supplies,0.0,0,0
PROD_00001,Cloned didactic open system,Pet Supplies,0.0,0,0
PROD_00001,Cloned didactic open system,Sports & Outdoors,0.0,0,0
PROD_00001,Cloned didactic open system,Tools & Hardware,0.0,0,0
PROD_00001,Cloned didactic open system,Toys & Games,0.0,0,0
PROD_00001,Cloned human-resource implementation,Automotive,0.0,0,0
PROD_00001,Cloned human-resource implementation,Baby Products,0.0,0,0
PROD_00001,Cloned human-resource implementation,Books & Media,0.0,0,0
PROD_00001,Cloned human-resource implementation,Clothing,0.0,0,0
PROD_00001,Cloned human-resource implementation,Electronics,0.0,0,0
PROD_00001,Cloned human-resource implementation,Food & Beverages,0.0,0,0
PROD_00001,Cloned human-resource implementation,Furniture,0.0,0,0
PROD_00001,Cloned human-resource implementation,Health & Beauty,0.0,0,0
PROD_00001,Cloned human-resource implementation,Home & Garden,0.0,0,0
PROD_00001,Cloned human-resource implementation,Jewelry,0.0,0,0
PROD_00001,Cloned human-resource implementation,Office Supplies,0.0,0,0
PROD_00001,Cloned human-resource implementation,Pet Supplies,0.0,0,0
PROD_00001,Cloned human-resource implementation,Sports & Outdoors,0.0,0,0
PROD_00001,Cloned human-resource implementation,Tools & Hardware,0.0,0,0
PROD_00001,Cloned human-resource implementation,Toys & Games,0.0,0,0
PROD_00001,Cloned motivating project,Automotive,0.0,0,0
PROD_00001,Cloned motivating project,Baby Products,0.0,0,0
PROD_00001,Cloned motivating project,Books & Media,0.0,0,0
PROD_00001,Cloned motivating project,Clothing,0.0,0,0
PROD_00001,Cloned motivating project,Electronics,0.0,0,0
PROD_00001,Cloned motivating project,Food & Beverages,0.0,0,0
PROD_00001,Cloned motivating project,Furniture,0.0,0,0
PROD_00001,Cloned motivating project,Health & Beauty,0.0,0,0
PROD_00001,Cloned motivating project,Home & Garden,0.0,0,0
PROD_00001,Cloned motivating project,Jewelry,0.0,0,0
PROD_00001,Cloned motivating project,Office Supplies,0.0,0,0
PROD_00001,Cloned motivating project,Pet Supplies,0.0,0,0
PROD_00001,Cloned motivating project,Sports & Outdoors,0.0,0,0
PROD_00001,Cloned motivating project,Tools & Hardware,0.0,0,0
PROD_00001,Cloned motivating project,Toys & Games,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Automotive,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Baby Products,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Books & Media,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Clothing,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Electronics,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Food & Beverages,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Furniture,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Health & Beauty,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Home & Garden,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Jewelry,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Office Supplies,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Pet Supplies,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Sports & Outdoors,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Tools & Hardware,0.0,0,0
PROD_00001,Cloned well-modulated monitoring,Toys & Games,0.0,0,0
PROD_00001,Cloned zero administration focus group,Automotive,0.0,0,0
PROD_00001,Cloned zero administration focus group,Baby Products,0.0,0,0
PROD_00001,Cloned zero administration focus group,Books & Media,0.0,0,0
PROD_00001,Cloned zero administration focus group,Clothing,0.0,0,0
PROD_00001,Cloned zero administration focus group,Electronics,0.0,0,0
PROD_00001,Cloned zero administration focus group,Food & Beverages,0.0,0,0
PROD_00001,Cloned zero administration focus group,Furniture,0.0,0,0
PROD_00001,Cloned zero administration focus group,Health & Beauty,0.0,0,0
PROD_00001,Cloned zero administration focus group,Home & Garden,0.0,0,0
PROD_00001,Cloned zero administration focus group,Jewelry,0.0,0,0
PROD_00001,Cloned zero administration focus group,Office Supplies,0.0,0,0
PROD_00001,Cloned zero administration focus group,Pet Supplies,0.0,0,0
PROD_00001,Cloned zero administration focus group,Sports & Outdoors,0.0,0,0
PROD_00001,Cloned zero administration focus group,Tools & Hardware,0.0,0,0
PROD_00001,Cloned zero administration focus group,Toys & Games,0.0,0,0
PROD_00001,Cloned zero-defect projection,Automotive,0.0,0,0
PROD_00001,Cloned zero-defect projection,Baby Products,0.0,0,0
PROD_00001,Cloned zero-defect projection,Books & Media,0.0,0,0
PROD_00001,Cloned zero-defect projection,Clothing,0.0,0,0
PROD_00001,Cloned zero-defect projection,Electronics,0.0,0,0
PROD_00001,Cloned zero-defect projection,Food & Beverages,0.0,0,0
PROD_00001,Cloned zero-defect projection,Furniture,0.0,0,0
PROD_00001,Cloned zero-defect projection,Health & Beauty,0.0,0,0
PROD_00001,Cloned zero-defect projection,Home & Garden,0.0,0,0
PROD_00001,Cloned zero-defect projection,Jewelry,0.0,0,0
PROD_00001,Cloned zero-defect projection,Office Supplies,0.0,0,0
PROD_00001,Cloned zero-defect projection,Pet Supplies,0.0,0,0
PROD_00001,Cloned zero-defect projection,Sports & Outdoors,0.0,0,0
PROD_00001,Cloned zero-defect projection,Tools & Hardware,0.0,0,0
PROD_00001,Cloned zero-defect projection,Toys & Games,0.0,0,0
PROD_00001,Compatible analyzing concept,Automotive,0.0,0,0
PROD_00001,Compatible analyzing concept,Baby Products,0.0,0,0
PROD_00001,Compatible analyzing concept,Books & Media,0.0,0,0
PROD_00001,Compatible analyzing concept,Clothing,0.0,0,0
PROD_00001,Compatible analyzing concept,Electronics,0.0,0,0
PROD_00001,Compatible analyzing concept,Food & Beverages,0.0,0,0
PROD_00001,Compatible analyzing concept,Furniture,0.0,0,0
PROD_00001,Compatible analyzing concept,Health & Beauty,0.0,0,0
PROD_00001,Compatible analyzing concept,Home & Garden,0.0,0,0
PROD_00001,Compatible analyzing concept,Jewelry,0.0,0,0
PROD_00001,Compatible analyzing concept,Office Supplies,0.0,0,0
PROD_00001,Compatible analyzing concept,Pet Supplies,0.0,0,0
PROD_00001,Compatible analyzing concept,Sports & Outdoors,0.0,0,0
PROD_00001,Compatible analyzing concept,Tools & Hardware,0.0,0,0
PROD_00001,Compatible analyzing concept,Toys & Games,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Automotive,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Baby Products,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Books & Media,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Clothing,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Electronics,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Food & Beverages,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Furniture,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Health & Beauty,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Home & Garden,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Jewelry,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Office Supplies,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Pet Supplies,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Sports & Outdoors,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Tools & Hardware,0.0,0,0
PROD_00001,Compatible leadingedge workforce,Toys & Games,0.0,0,0
PROD_00001,Compatible optimizing solution,Automotive,0.0,0,0
PROD_00001,Compatible optimizing solution,Baby Products,0.0,0,0
PROD_00001,Compatible optimizing solution,Books & Media,0.0,0,0
PROD_00001,Compatible optimizing solution,Clothing,0.0,0,0
PROD_00001,Compatible optimizing solution,Electronics,0.0,0,0
PROD_00001,Compatible optimizing solution,Food & Beverages,0.0,0,0
PROD_00001,Compatible optimizing solution,Furniture,0.0,0,0
PROD_00001,Compatible optimizing solution,Health & Beauty,0.0,0,0
PROD_00001,Compatible optimizing solution,Home & Garden,0.0,0,0
PROD_00001,Compatible optimizing solution,Jewelry,0.0,0,0
PROD_00001,Compatible optimizing solution,Office Supplies,0.0,0,0
PROD_00001,Compatible optimizing solution,Pet Supplies,0.0,0,0
PROD_00001,Compatible optimizing solution,Sports & Outdoors,0.0,0,0
PROD_00001,Compatible optimizing solution,Tools & Hardware,0.0,0,0
PROD_00001,Compatible optimizing solution,Toys & Games,0.0,0,0
PROD_00001,Compatible systemic emulation,Automotive,0.0,0,0
PROD_00001,Compatible systemic emulation,Baby Products,0.0,0,0
PROD_00001,Compatible systemic emulation,Books & Media,0.0,0,0
PROD_00001,Compatible systemic emulation,Clothing,0.0,0,0
PROD_00001,Compatible systemic emulation,Electronics,0.0,0,0
PROD_00001,Compatible systemic emulation,Food & Beverages,0.0,0,0
PROD_00001,Compatible systemic emulation,Furniture,0.0,0,0
PROD_00001,Compatible systemic emulation,Health & Beauty,0.0,0,0
PROD_00001,Compatible systemic emulation,Home & Garden,0.0,0,0
PROD_00001,Compatible systemic emulation,Jewelry,0.0,0,0
PROD_00001,Compatible systemic emulation,Office Supplies,0.0,0,0
PROD_00001,Compatible systemic emulation,Pet Supplies,0.0,0,0
PROD_00001,Compatible systemic emulation,Sports & Outdoors,0.0,0,0
PROD_00001,Compatible systemic emulation,Tools & Hardware,0.0,0,0
PROD_00001,Compatible systemic emulation,Toys & Games,0.0,0,0
PROD_00001,Configurable cohesive encoding,Automotive,0.0,0,0
PROD_00001,Configurable cohesive encoding,Baby Products,0.0,0,0
PROD_00001,Configurable cohesive encoding,Books & Media,0.0,0,0
PROD_00001,Configurable cohesive encoding,Clothing,0.0,0,0
PROD_00001,Configurable cohesive encoding,Electronics,0.0,0,0
PROD_00001,Configurable cohesive encoding,Food & Beverages,0.0,0,0
PROD_00001,Configurable cohesive encoding,Furniture,0.0,0,0
PROD_00001,Configurable cohesive encoding,Health & Beauty,0.0,0,0
PROD_00001,Configurable cohesive encoding,Home & Garden,0.0,0,0
PROD_00001,Configurable cohesive encoding,Jewelry,0.0,0,0
PROD_00001,Configurable cohesive encoding,Office Supplies,0.0,0,0
PROD_00001,Configurable cohesive encoding,Pet Supplies,0.0,0,0
PROD_00001,Configurable cohesive encoding,Sports & Outdoors,0.0,0,0
PROD_00001,Configurable cohesive encoding,Tools & Hardware,0.0,0,0
PROD_00001,Configurable cohesive encoding,Toys & Games,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Automotive,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Baby Products,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Books & Media,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Clothing,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Electronics,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Food & Beverages,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Furniture,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Health & Beauty,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Home & Garden,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Jewelry,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Office Supplies,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Pet Supplies,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Sports & Outdoors,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Tools & Hardware,0.0,0,0
PROD_00001,Configurable contextually-based architecture,Toys & Games,0.0,0,0
PROD_00001,Configurable discrete attitude,Automotive,0.0,0,0
PROD_00001,Configurable discrete attitude,Baby Products,0.0,0,0
PROD_00001,Configurable discrete attitude,Books & Media,0.0,0,0
PROD_00001,Configurable discrete attitude,Clothing,0.0,0,0
PROD_00001,Configurable discrete attitude,Electronics,0.0,0,0
PROD_00001,Configurable discrete attitude,Food & Beverages,0.0,0,0
PROD_00001,Configurable discrete attitude,Furniture,0.0,0,0
PROD_00001,Configurable discrete attitude,Health & Beauty,0.0,0,0
PROD_00001,Configurable discrete attitude,Home & Garden,0.0,0,0
PROD_00001,Configurable discrete attitude,Jewelry,0.0,0,0
PROD_00001,Configurable discrete attitude,Office Supplies,0.0,0,0
PROD_00001,Configurable discrete attitude,Pet Supplies,0.0,0,0
PROD_00001,Configurable discrete attitude,Sports & Outdoors,0.0,0,0
PROD_00001,Configurable discrete attitude,Tools & Hardware,0.0,0,0
PROD_00001,Configurable discrete attitude,Toys & Games,0.0,0,0
PROD_00001,Configurable full-range service-desk,Automotive,0.0,0,0
PROD_00001,Configurable full-range service-desk,Baby Products,0.0,0,0
PROD_00001,Configurable full-range service-desk,Books & Media,0.0,0,0
PROD_00001,Configurable full-range service-desk,Clothing,0.0,0,0
PROD_00001,Configurable full-range service-desk,Electronics,0.0,0,0
PROD_00001,Configurable full-range service-desk,Food & Beverages,0.0,0,0
PROD_00001,Configurable full-range service-desk,Furniture,0.0,0,0
PROD_00001,Configurable full-range service-desk,Health & Beauty,0.0,0,0
PROD_00001,Configurable full-range service-desk,Home & Garden,0.0,0,0
PROD_00001,Configurable full-range service-desk,Jewelry,0.0,0,0
PROD_00001,Configurable full-range service-desk,Office Supplies,0.0,0,0
PROD_00001,Configurable full-range service-desk,Pet Supplies,0.0,0,0
PROD_00001,Configurable full-range service-desk,Sports & Outdoors,0.0,0,0
PROD_00001,Configurable full-range service-desk,Tools & Hardware,0.0,0,0
PROD_00001,Configurable full-range service-desk,Toys & Games,0.0,0,0
PROD_00001,Configurable intangible protocol,Automotive,0.0,0,0
PROD_00001,Configurable intangible protocol,Baby Products,0.0,0,0
PROD_00001,Configurable intangible protocol,Books & Media,0.0,0,0
PROD_00001,Configurable intangible protocol,Clothing,0.0,0,0
PROD_00001,Configurable intangible protocol,Electronics,0.0,0,0
PROD_00001,Configurable intangible protocol,Food & Beverages,0.0,0,0
PROD_00001,Configurable intangible protocol,Furniture,0.0,0,0
PROD_00001,Configurable intangible protocol,Health & Beauty,0.0,0,0
PROD_00001,Configurable intangible protocol,Home & Garden,0.0,0,0
PROD_00001,Configurable intangible protocol,Jewelry,0.0,0,0
PROD_00001,Configurable intangible protocol,Office Supplies,0.0,0,0
PROD_00001,Configurable intangible protocol,Pet Supplies,0.0,0,0
PROD_00001,Configurable intangible protocol,Sports & Outdoors,0.0,0,0
PROD_00001,Configurable intangible protocol,Tools & Hardware,0.0,0,0
PROD_00001,Configurable intangible protocol,Toys & Games,0.0,0,0
PROD_00001,Configurable methodical adapter,Automotive,0.0,0,0
PROD_00001,Configurable methodical adapter,Baby Products,0.0,0,0
PROD_00001,Configurable methodical adapter,Books & Media,0.0,0,0
PROD_00001,Configurable methodical adapter,Clothing,0.0,0,0
PROD_00001,Configurable methodical adapter,Electronics,0.0,0,0
PROD_00001,Configurable methodical adapter,Food & Beverages,0.0,0,0
PROD_00001,Configurable methodical adapter,Furniture,0.0,0,0
PROD_00001,Configurable methodical adapter,Health & Beauty,0.0,0,0
PROD_00001,Configurable methodical adapter,Home & Garden,0.0,0,0
PROD_00001,Configurable methodical adapter,Jewelry,0.0,0,0
PROD_00001,Configurable methodical adapter,Office Supplies,0.0,0,0
PROD_00001,Configurable methodical adapter,Pet Supplies,0.0,0,0
PROD_00001,Configurable methodical adapter,Sports & Outdoors,0.0,0,0
PROD_00001,Configurable methodical adapter,Tools & Hardware,0.0,0,0
PROD_00001,Configurable methodical adapter,Toys & Games,0.0,0,0
PROD_00001,Configurable neutral frame,Automotive,0.0,0,0
PROD_00001,Configurable neutral frame,Baby Products,0.0,0,0
PROD_00001,Configurable neutral frame,Books & Media,0.0,0,0
PROD_00001,Configurable neutral frame,Clothing,0.0,0,0
PROD_00001,Configurable neutral frame,Electronics,0.0,0,0
PROD_00001,Configurable neutral frame,Food & Beverages,0.0,0,0
PROD_00001,Configurable neutral frame,Furniture,0.0,0,0
PROD_00001,Configurable neutral frame,Health & Beauty,0.0,0,0
PROD_00001,Configurable neutral frame,Home & Garden,0.0,0,0
PROD_00001,Configurable neutral frame,Jewelry,0.0,0,0
PROD_00001,Configurable neutral frame,Office Supplies,0.0,0,0
PROD_00001,Configurable neutral frame,Pet Supplies,0.0,0,0
PROD_00001,Configurable neutral frame,Sports & Outdoors,0.0,0,0
PROD_00001,Configurable neutral frame,Tools & Hardware,0.0,0,0
PROD_00001,Configurable neutral frame,Toys & Games,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Automotive,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Baby Products,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Books & Media,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Clothing,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Electronics,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Food & Beverages,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Furniture,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Health & Beauty,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Home & Garden,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Jewelry,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Office Supplies,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Pet Supplies,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Sports & Outdoors,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Tools & Hardware,0.0,0,0
PROD_00001,Configurable reciprocal implementation,Toys & Games,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Automotive,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Baby Products,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Books & Media,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Clothing,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Electronics,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Food & Beverages,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Furniture,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Health & Beauty,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Home & Garden,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Jewelry,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Office Supplies,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Pet Supplies,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Sports & Outdoors,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Tools & Hardware,0.0,0,0
PROD_00001,Configurable upward-trending matrix,Toys & Games,0.0,0,0
